timestamp,,roll_input,pitch_input,measure_roll,measure_pitch
2048165,5980,0,0,3.067250711,-6.039973209
2048175,5990,0,0,3.125941526,-6.078837494
2048185,6000,0,0,3.202953522,-6.149172798
2048195,6010,0,0,3.169852004,-6.151277353
2048206,6021,0,0,3.140440206,-6.062734162
2048216,6031,0,0,3.17714865,-6.100010871
2048226,6041,0,0,3.196846005,-6.068574359
2048236,6051,0,0,3.15512873,-6.06281598
2048246,6061,0,0,3.114403363,-6.089641309
2048256,6071,0,0,3.12377568,-6.130717385
2048266,6081,0,0,3.040737638,-6.134695854
2048277,6092,0,0,3.024231782,-6.152213226
2048287,6102,0,0,3.071691179,-6.132531434
2048297,6112,0,0,3.081826565,-6.099905999
2048307,6122,0,0,3.020064941,-6.103740183
2048317,6132,0,0,3.044135262,-6.038145644
2048327,6142,0,0,3.08905169,-6.127947918
2048347,6162,0,0,3.102886988,-6.078648501
2048358,6173,0,0,3.24724824,-6.291747126
2048368,6183,0,0,3.186351985,-6.131361636
2048378,6193,0,0,3.147822132,-6.078602405
